domain,algorithm,model,rank,token_id,token,count,source_file
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,676,1695,good,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,677,24304,fro,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,678,5865,functions,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,679,27438,ga,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,680,18661,gained,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,681,30240,gaining,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,682,20192,gains,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,683,68390,garnered,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,684,23738,gathering,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,685,5457,force,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,686,33289,extraction,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,687,49062,extracts,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,688,9193,extremely,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,689,435,f,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,690,3663,face,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,691,28696,facilitate,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,692,3237,express,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,693,78223,expressive,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,694,9634,ext,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,695,2289,extends,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,696,42817,extensively,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,697,14079,exclusive,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,698,8965,generally,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,699,7068,generate,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,700,9659,generation,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,701,22540,generations,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,702,14281,generic,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,703,19465,genetic,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,704,53584,geometric,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,705,17484,geometry,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,706,3041,give,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,707,9021,goals,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,708,10534,experienced,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,709,32528,grammar,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,710,2294,great,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,711,19407,greatly,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,712,10707,gro,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,713,45445,grounded,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,714,5315,groups,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,715,36755,guarantees,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,716,19351,guidance,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,717,33687,guided,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,718,1047,had,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,719,13824,ham,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,720,15100,explains,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,721,33294,exploit,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,722,75251,exponentially,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,723,14675,exposure,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,724,87752,hypers,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,725,1450,hand,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,726,18073,handled,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,727,13777,handles,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,728,11850,handling,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,729,11682,harm,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,730,18249,harmon,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,731,30548,heter,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,732,8340,hidden,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,733,12694,hier,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,734,22547,grad,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,735,31320,executing,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,736,11572,execution,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,737,6866,exists,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,738,24050,expanding,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,739,31293,expectation,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,740,4455,events,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,741,1475,every,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,742,24481,examination,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,743,10507,examples,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,744,3521,exc,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,745,36375,exceeds,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,746,48298,exceptionally,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,747,79531,exchanging,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,748,22484,environments,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,749,5190,higher,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,750,7701,highly,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,751,13034,hist,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,752,22425,histor,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,753,28400,hum,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,754,81783,hurdle,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,755,26038,hybrid,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,756,16430,estimate,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,757,76198,evalu,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,758,15806,evaluate,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,759,67349,evaluates,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,760,38663,evaluating,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,761,842,end,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,762,61666,ibrated,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,763,50663,ideally,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,764,6848,ideas,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,765,29460,ids,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,766,49378,ignores,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,767,32003,ignoring,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,768,73354,imb,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,769,22852,immune,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,770,74055,impacting,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,771,6517,impl,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,772,12992,increases,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,773,29235,independently,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,774,4305,implement,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,775,11798,implemented,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,776,25976,implementing,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,777,18479,implicit,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,778,27070,imposed,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,779,88381,imposes,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,780,94879,imposition,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,781,18899,improving,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,782,3312,equ,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,783,77109,equitable,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,784,69558,equiv,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,785,13890,equivalent,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,786,5423,especially,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,787,5813,establish,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,788,47594,enhancing,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,789,31518,enrich,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,790,6106,ensure,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,791,23391,ensuring,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,792,11622,entirely,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,793,4441,entry,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,794,34044,emerge,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,795,2997,include,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,796,53990,incom,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,797,92922,inconsistencies,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,798,40240,inconsistent,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,799,54804,incorpor,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,800,33435,incorporate,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,801,52913,incorporating,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,802,88465,incorporation,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,803,15465,incorrect,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,804,16628,interaction,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,805,16717,indicated,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,806,19392,indicating,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,807,13076,industrial,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,808,55288,ineffective,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,809,93334,inequalities,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,810,10383,influence,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,811,34453,influences,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,812,39319,informative,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,813,16369,informed,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,814,287,ing,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,815,4220,initial,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,816,15921,inject,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,817,17045,engaged,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,818,24872,enhanced,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,819,57924,enhances,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,820,22763,emerged,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,821,49179,emergence,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,822,13714,emp,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,823,25679,emphasis,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,824,51297,employing,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,825,38632,encompass,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,826,71010,encompasses,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,827,35006,encounters,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,828,1988,input,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,829,20343,inspiration,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,830,2937,instance,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,831,13422,instances,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,832,7754,instruction,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,833,18052,integration,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,834,25530,intelligent,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,835,958,inter,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,836,29824,eigen,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,837,32389,elevated,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,838,34373,eliminated,1,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
